Column1,Column2,Column3,Column4,Column5
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,gdpsyndicatidatabrickspublic-10.92.18.0_24,g-nsg-1n-datainsights01-gdpsyndicatidatabrickspublic-10.92.18.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,gdpsyndicatidatabricksprivate-10.92.19.0_24,g-nsg-1n-datainsights01-gdpsyndicatidatabricksprivate-10.92.19.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,devcustomerdatasyndication-10.92.28.0_28,g-nsg-1n-datainsights01-devcustomerdatasyndication-10.92.28.0_28
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,gdpsyndatabrickspublic01-10.92.29.0_24,g-nsg-1n-datainsights01-gdpsyndatabrickspublic01-10.92.29.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,gdpsyndatabricksprivate01-10.92.30.0_24,g-nsg-1n-datainsights01-gdpsyndatabricksprivate01-10.92.30.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,gdpsyndbksstgpiipublic-10.92.31.0_24,g-nsg-1n-datainsights01-gdpsyndbksstgpiipublic-10.92.31.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,gdpsyndbksstgpiiprivate-10.63.224.0_24,g-nsg-1n-datainsights01-gdpsyndbksstgpiiprivate-10.63.224.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,aksdeventprsdata-10.63.228.0_22,g-nsg-1n-datainsights01-aksdeventprsdata-10.63.228.0_22
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,aksstageentprsdata-10.63.232.0_22,g-nsg-1n-datainsights01-aksstageentprsdata-10.63.232.0_22
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,akssysentprsdata-10.63.225.0_24,g-nsg-1n-datainsights01-akssysentprsdata-10.63.225.0_24
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,devgdpcdedbsdatabrickspublic-10.63.240.0_21,g-nsg-1n-datainsights01-devgdpcdedbsdatabrickspublic-10.63.240.0_21
g-datainsights-n01,g-rsg-1n-datainsights01-network-01,g-vnt-1n-datainsights01-01,devgdpcdedbsdatabricksprivate-10.63.248.0_21,g-nsg-1n-datainsights01-devgdpcdedbsdatabricksprivate-10.63.248.0_21
g-platformpci-m01,g-rsg-2m-platformpci01-network-01,g-vnt-2m-platformpci01-01,bastionhosts-10.119.37.160_27,g-nsg-2m-platformpci01-bastionhosts-10.119.37.160_27
g-platformpci-m01,g-rsg-2m-platformpci01-network-01,g-vnt-2m-platformpci01-01,accentureavd-10.119.46.0_24,g-nsg-2m-platformpci01-accentureavd-10.119.46.0_24
g-platformpci-m01,g-rsg-2m-platformpci01-network-01,g-vnt-2m-platformpci01-01,aksdevcdpsandbox-10.119.47.0_25,g-nsg-2m-platformpci01-aksdevcdpsandbox-10.119.47.0_25
g-platformpci-m01,g-rsg-2m-platformpci01-network-01,g-vnt-2m-platformpci01-01,akssyscdpsandbox-10.119.40.0_25,g-nsg-2m-platformpci01-akssyscdpsandbox-10.119.40.0_25
g-platformpci-m01,g-rsg-2m-platformsecuritypci01-network-01,g-vnt-2m-platformsecuritypci01-01,ingresspanuntrusted-10.119.136.32_27,g-nsg-2m-platformsecuritypci01-ingresspanuntrusted-10.119.136.32_27
g-platformpci-m01,g-rsg-2m-platformsecuritypci01-network-01,g-vnt-2m-platformsecuritypci01-01,ingresspantrusted-10.119.136.64_27,g-nsg-2m-platformsecuritypci01-ingresspantrusted-10.119.136.64_27
g-platformpci-m01,g-rsg-2m-platformsecuritypci01-network-01,g-vnt-2m-platformsecuritypci01-01,ingresspanmgmt-10.119.136.96_27,g-nsg-2m-platformsecuritypci01-ingresspanmgmt-10.119.136.96_27
g-platformpci-m01,g-rsg-2m-platformsecuritypci01-network-01,g-vnt-2m-platformsecuritypci01-01,egresspanuntrusted-10.119.136.128_27,g-nsg-2m-platformsecuritypci01-egresspanuntrusted-10.119.136.128_27
g-platformpci-m01,g-rsg-2m-platformsecuritypci01-network-01,g-vnt-2m-platformsecuritypci01-01,egresspanmgmt-10.119.136.192_27,g-nsg-2m-platformsecuritypci01-egresspanmgmt-10.119.136.192_27
g-platformpci-m01,g-rsg-2m-platformsecuritypci01-network-01,g-vnt-2m-platformsecuritypci01-01,netsec-10.119.137.64_26,g-nsg-2m-platformsecuritypci01-netsec-10.119.137.64_26
g-platformpci-m01,g-rsg-1m-platformpci01-network-01,g-vnt-1m-platformpci01-01,bastionhosts-10.117.37.160_27,g-nsg-1m-platformpci01-bastionhosts-10.117.37.160_27
g-platformpci-m01,g-rsg-1m-platformpci01-network-01,g-vnt-1m-platformpci01-01,voltage02-10.117.41.96_27,g-nsg-1m-platformpci01-voltage02-10.117.41.96_27
g-platformpci-m01,g-rsg-1m-platformpci01-network-01,g-vnt-1m-platformpci01-01,accentureavd-10.117.46.0_24,g-nsg-1m-platformpci01-accentureavd-10.117.46.0_24
g-platformpci-m01,g-rsg-1m-platformpci01-network-01,g-vnt-1m-platformpci01-01,aksdevcdpsandbox-10.117.47.0_25,g-nsg-1m-platformpci01-aksdevcdpsandbox-10.117.47.0_25
g-platformpci-m01,g-rsg-1m-platformpci01-network-01,g-vnt-1m-platformpci01-01,akssyscdpsandbox-10.117.40.0_25,g-nsg-1m-platformpci01-akssyscdpsandbox-10.117.40.0_25
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,ingresspanuntrusted-10.117.136.32_27,g-nsg-1m-platformsecuritypci01-ingresspanuntrusted-10.117.136.32_27
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,ingresspantrusted-10.117.136.64_27,g-nsg-1m-platformsecuritypci01-ingresspantrusted-10.117.136.64_27
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,egresspanuntrusted-10.117.136.128_27,g-nsg-1m-platformsecuritypci01-egresspanuntrusted-10.117.136.128_27
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,egresspantrusted-10.117.136.160_27,g-nsg-1m-platformsecuritypci01-egresspantrusted-10.117.136.160_27
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,netsec-10.117.137.64_26,g-nsg-1m-platformsecuritypci01-netsec-10.117.137.64_26
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,egresspanmgmt-10.117.136.192_27,g-nsg-1m-platformsecuritypci01-egresspanmgmt-10.117.136.192_27
g-platformpci-m01,g-rsg-1m-platformsecuritypci01-network-01,g-vnt-1m-platformsecuritypci01-01,ingresspanmgmt-10.117.136.96_27,g-nsg-1m-platformsecuritypci01-ingresspanmgmt-10.117.136.96_27
g-commercepci-m01,g-rsg-2m-commercepci01-network-01,g-vnt-2m-commercepci01-01,ngposissstageplink-10.110.51.96_27,g-nsg-2m-commercepci01-ngposissstageplink-10.110.51.96_27
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,ngposissstageplink-10.111.51.96_27,g-nsg-1m-commercepci01-ngposissstageplink-10.111.51.96_27
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,aksdevecom-10.92.160.0_22,g-nsg-1m-commercepci01-aksdevecom-10.92.160.0_22
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,aksstageecom-10.92.164.0_22,g-nsg-1m-commercepci01-aksstageecom-10.92.164.0_22
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,akssysecom-10.92.168.0_24,g-nsg-1m-commercepci01-akssysecom-10.92.168.0_24
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,ngposissstage-10.92.169.0_27,g-nsg-1m-commercepci01-ngposissstage-10.92.169.0_27
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,aksdevcdpplatform-10.111.55.0_24,g-nsg-1m-commercepci01-aksdevcdpplatform-10.111.55.0_24
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,akssyscdpplatform-10.92.170.0_24,g-nsg-1m-commercepci01-akssyscdpplatform-10.92.170.0_24
g-commercepci-m01,g-rsg-1m-commercepci01-network-01,g-vnt-1m-commercepci01-01,retailpcie2e-10.92.169.64_26,g-nsg-1m-commercepci01-retailpcie2e-10.92.169.64_26
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,pcfservices-10.119.116.0_24,g-nsg-2c-commercepci01-pcfservices-10.119.116.0_24
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,pcfctrl-10.119.117.128_28,g-nsg-2c-commercepci01-pcfctrl-10.119.117.128_28
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,pcfIsolationngpos-10.119.120.0_24,g-nsg-2c-commercepci01-pcfIsolationngpos-10.119.120.0_24
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,ecombuypreviewjp-10.110.64.128_26,g-nsg-2c-commercepci01-ecombuypreviewjp-10.110.64.128_26
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,ecombuylivejp-10.110.64.192_26,g-nsg-2c-commercepci01-ecombuylivejp-10.110.64.192_26
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,ecomlivejp-10.110.65.64_26,g-nsg-2c-commercepci01-ecomlivejp-10.110.65.64_26
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,ecompreviewjp-10.110.65.128_26,g-nsg-2c-commercepci01-ecompreviewjp-10.110.65.128_26
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,akssyspciecom-10.115.67.0_24,g-nsg-2c-commercepci01-akssyspciecom-10.115.67.0_24
g-commercepci-c01,g-rsg-2c-commercepci01-network-01,g-vnt-2c-commercepci01-01,aksprodpciecom-10.115.68.0_24,g-nsg-2c-commercepci01-aksprodpciecom-10.115.68.0_24
g-commercepci-c01,g-rsg-1c-commercepci01-network-01,g-vnt-1c-commercepci01-01,prodloyaltybatchfeedpci-10.112.66.0_24,g-nsg-1c-commercepci01-prodloyaltybatchfeedpci-10.112.66.0_24
g-commercepci-c01,g-rsg-1c-commercepci01-network-01,g-vnt-1c-commercepci01-01,akssyspciecom-10.112.67.0_24,g-nsg-1c-commercepci01-akssyspciecom-10.112.67.0_24
g-commercepci-c01,g-rsg-1c-commercepci01-network-01,g-vnt-1c-commercepci01-01,aksprodpciecom-10.112.68.0_24,g-nsg-1c-commercepci01-aksprodpciecom-10.112.68.0_24
g-platformpci-c01,g-rsg-2c-platformpci01-network-01,g-vnt-2c-platformpci01-01,bastionhosts-10.119.54.0_27,g-nsg-2c-platformpci01-bastionhosts-10.119.54.0_27
g-platformpci-c01,g-rsg-2c-platformpci01-network-01,g-vnt-2c-platformpci01-01,mongoopsmanager-10.119.54.128_27,g-nsg-2c-platformpci01-mongoopsmanager-10.119.54.128_27
g-platformpci-c01,g-rsg-2c-platformpci01-network-01,g-vnt-2c-platformpci01-01,citrixcallcenterinfra-10.119.60.0_22,g-nsg-2c-platformpci01-citrixcallcenterinfra-10.119.60.0_22
g-platformpci-c01,g-rsg-2c-platformpci01-network-01,g-vnt-2c-platformpci01-01,citrixcallcenterjapan-10.119.58.192_26,g-nsg-2c-platformpci01-citrixcallcenterjapan-10.119.58.192_26
g-platformpci-c01,g-rsg-2c-platformpci01-network-01,g-vnt-2c-platformpci01-01,accentureavd-10.108.65.0_24,g-nsg-2c-platformpci01-accentureavd-10.108.65.0_24
g-platformpci-c01,g-rsg-2c-platformsecuritypci01-network-01,g-vnt-2c-platformsecuritypci01-01,ingresspanuntrusted-10.119.138.32_27,g-nsg-2c-platformsecuritypci01-ingresspanuntrusted-10.119.138.32_27
g-platformpci-c01,g-rsg-2c-platformsecuritypci01-network-01,g-vnt-2c-platformsecuritypci01-01,ingresspantrusted-10.119.138.64_27,g-nsg-2c-platformsecuritypci01-ingresspantrusted-10.119.138.64_27
g-platformpci-c01,g-rsg-2c-platformsecuritypci01-network-01,g-vnt-2c-platformsecuritypci01-01,ingresspanmgmt-10.119.138.96_27,g-nsg-2c-platformsecuritypci01-ingresspanmgmt-10.119.138.96_27
g-platformpci-c01,g-rsg-2c-platformsecuritypci01-network-01,g-vnt-2c-platformsecuritypci01-01,egresspanuntrusted-10.119.138.128_27,g-nsg-2c-platformsecuritypci01-egresspanuntrusted-10.119.138.128_27
g-platformpci-c01,g-rsg-2c-platformsecuritypci01-network-01,g-vnt-2c-platformsecuritypci01-01,egresspanmgmt-10.119.138.192_27,g-nsg-2c-platformsecuritypci01-egresspanmgmt-10.119.138.192_27
g-platformpci-c01,g-rsg-2c-platformsecuritypci01-network-01,g-vnt-2c-platformsecuritypci01-01,netsec-10.119.139.64_26,g-nsg-2c-platformsecuritypci01-netsec-10.119.139.64_26
g-platformpci-c01,g-rsg-1c-platformpci01-network-01,g-vnt-1c-platformpci01-01,bastionhosts-10.117.54.0_27,g-nsg-1c-platformpci01-bastionhosts-10.117.54.0_27
g-platformpci-c01,g-rsg-1c-platformpci01-network-01,g-vnt-1c-platformpci01-01,prodmywizard-10.100.64.0_27,g-nsg-1c-platformpci01-prodmywizard-10.100.64.0_27
g-platformpci-c01,g-rsg-1c-platformpci01-network-01,g-vnt-1c-platformpci01-01,voltage02-10.100.64.32_28,g-nsg-1c-platformpci01-voltage02-10.100.64.32_28
g-platformpci-c01,g-rsg-1c-platformpci01-network-01,g-vnt-1c-platformpci01-01,accentureavd-10.100.65.0_24,g-nsg-1c-platformpci01-accentureavd-10.100.65.0_24
g-platformpci-c01,g-rsg-1c-platformpci01-network-01,g-vnt-1c-platformpci01-01,stablenetnmsprodpci-10.100.64.48_28,g-nsg-1c-platformpci01-stablenetnmsprodpci-10.100.64.48_28
g-platformpci-c01,g-rsg-1c-platformsecuritypci01-network-01,g-vnt-1c-platformsecuritypci01-01,ingresspanuntrusted-10.117.138.32_27,g-nsg-1c-platformsecuritypci01-ingresspanuntrusted-10.117.138.32_27
g-platformpci-c01,g-rsg-1c-platformsecuritypci01-network-01,g-vnt-1c-platformsecuritypci01-01,ingresspantrusted-10.117.138.64_27,g-nsg-1c-platformsecuritypci01-ingresspantrusted-10.117.138.64_27
g-platformpci-c01,g-rsg-1c-platformsecuritypci01-network-01,g-vnt-1c-platformsecuritypci01-01,ingresspanmgmt-10.117.138.96_27,g-nsg-1c-platformsecuritypci01-ingresspanmgmt-10.117.138.96_27
g-platformpci-c01,g-rsg-1c-platformsecuritypci01-network-01,g-vnt-1c-platformsecuritypci01-01,egresspanuntrusted-10.117.138.128_27,g-nsg-1c-platformsecuritypci01-egresspanuntrusted-10.117.138.128_27
g-platformpci-c01,g-rsg-1c-platformsecuritypci01-network-01,g-vnt-1c-platformsecuritypci01-01,egresspanmgmt-10.117.138.192_27,g-nsg-1c-platformsecuritypci01-egresspanmgmt-10.117.138.192_27
g-platformpci-c01,g-rsg-1c-platformsecuritypci01-network-01,g-vnt-1c-platformsecuritypci01-01,netsec-10.117.139.64_26,g-nsg-1c-platformsecuritypci01-netsec-10.117.139.64_26
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,pcfctrl-10.119.89.128_28,g-nsg-2p-commerce01-pcfctrl-10.119.89.128_28
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,ontapcloud-10.119.89.192_26,g-nsg-2p-commerce01-ontapcloud-10.119.89.192_26
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,trx_oci_poc-10.119.95.0_25,g-nsg-2p-commerce01-trx_oci_poc-10.119.95.0_25
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,epsonprinter-10.119.214.48_28,g-nsg-2p-commerce01-epsonprinter-10.119.214.48_28
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,zebraprinter-10.119.214.192_27,g-nsg-2p-commerce01-zebraprinter-10.119.214.192_27
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,storeprintingservice-10.119.89.144_28,g-nsg-2p-commerce01-storeprintingservice-10.119.89.144_28
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,marketcontentmanagement-10.119.95.176_28,g-nsg-2p-commerce01-marketcontentmanagement-10.119.95.176_28
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,pipesagents-10.110.80.0_24,g-nsg-2p-commerce01-pipesagents-10.110.80.0_24
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,prodlas-10.110.13.176_28,g-nsg-2p-commerce01-prodlas-10.110.13.176_28
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,prodselleradaptorservices-10.110.88.128_27,g-nsg-2p-commerce01-prodselleradaptorservices-10.110.88.128_27
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,prodpriceitemplanning-10.110.88.192_26,g-nsg-2p-commerce01-prodpriceitemplanning-10.110.88.192_26
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,prodpnporderpricingservices-10.110.95.0_24,g-nsg-2p-commerce01-prodpnporderpricingservices-10.110.95.0_24
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,prodpnporderpricingservices02-10.82.195.0_24,g-nsg-2p-commerce01-prodpnporderpricingservices02-10.82.195.0_24
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,prodzoomnice-10.85.128.0_21,g-nsg-2p-commerce01-prodzoomnice-10.85.128.0_21
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,storeprintingservicesubnet-10.85.136.0_28,g-nsg-2p-commerce01-storeprintingservicesubnet-10.85.136.0_28
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,customeroffersfeedprocessorpro-10.85.138.0_24,g-nsg-2p-commerce01-customeroffersfeedprocessorpro-10.85.138.0_24
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,custoffrrediscacheserviceprod-10.85.136.192_26,g-nsg-2p-commerce01-custoffrrediscacheserviceprod-10.85.136.192_26
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,targetedofferspostgresprod-10.85.136.128_27,g-nsg-2p-commerce01-targetedofferspostgresprod-10.85.136.128_27
g-commerce-p01,g-rsg-2p-commerce01-network-01,g-vnt-2p-commerce01-01,pgsqlflexprodsignage-10.85.145.0_24,g-nsg-2p-commerce01-pgsqlflexprodsignage-10.85.145.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,aksecomsitewideapp-10.92.242.0_23,g-nsg-1p-commerce01-aksecomsitewideapp-10.92.242.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akspreviewecomsitewideapp-10.92.244.0_23,g-nsg-1p-commerce01-akspreviewecomsitewideapp-10.92.244.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssysecomsitewideapp-10.92.195.128_25,g-nsg-1p-commerce01-akssysecomsitewideapp-10.92.195.128_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,aksmarketingcomponentservice-10.92.246.0_23,g-nsg-1p-commerce01-aksmarketingcomponentservice-10.92.246.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akspreviewmarketingcomponentservice-10.92.248.0_23,g-nsg-1p-commerce01-akspreviewmarketingcomponentservice-10.92.248.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssysmarketingcomponentservice-10.92.197.0_25,g-nsg-1p-commerce01-akssysmarketingcomponentservice-10.92.197.0_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,aksdececomseo-10.92.250.0_23,g-nsg-1p-commerce01-aksdececomseo-10.92.250.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akspreviewdececomseo-10.92.252.0_23,g-nsg-1p-commerce01-akspreviewdececomseo-10.92.252.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssysdececomseo-10.92.197.128_25,g-nsg-1p-commerce01-akssysdececomseo-10.92.197.128_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akspmcsmarketing-10.92.254.0_23,g-nsg-1p-commerce01-akspmcsmarketing-10.92.254.0_23
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,pemoleui-10.117.214.224_27,g-nsg-1p-commerce01-pemoleui-10.117.214.224_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,logicalinventory-paas-prod2-10.120.192.0_25,g-nsg-1p-commerce01-logicalinventory-paas-prod2-10.120.192.0_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,ecomazureresourcemanagertemplates-10.120.192.128_26,g-nsg-1p-commerce01-ecomazureresourcemanagertemplates-10.120.192.128_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,customertagmanagementnew-10.120.193.0_25,g-nsg-1p-commerce01-customertagmanagementnew-10.120.193.0_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akswebappstoolchain-10.120.200.0_21,g-nsg-1p-commerce01-akswebappstoolchain-10.120.200.0_21
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssyswebappstoolchain-10.120.193.128_25,g-nsg-1p-commerce01-akssyswebappstoolchain-10.120.193.128_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akswebappsservices-10.120.196.0_22,g-nsg-1p-commerce01-akswebappsservices-10.120.196.0_22
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssyswebappsservices-10.120.194.0_25,g-nsg-1p-commerce01-akssyswebappsservices-10.120.194.0_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,signageprod-10.111.10.224_28,g-nsg-1p-commerce01-signageprod-10.111.10.224_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,redpointplink-10.111.10.240_28,g-nsg-1p-commerce01-redpointplink-10.111.10.240_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,customeraccountservice-10.120.194.128_25,g-nsg-1p-commerce01-customeraccountservice-10.120.194.128_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,sofpocappgw-10.111.85.0_24,g-nsg-1p-commerce01-sofpocappgw-10.111.85.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,proddraprcontentdatabrickspublic-10.111.83.192_26,g-nsg-1p-commerce01-proddraprcontentdatabrickspublic-10.111.83.192_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,proddraprcontentdatabricksprivate-10.111.87.0_26,g-nsg-1p-commerce01-proddraprcontentdatabricksprivate-10.111.87.0_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodpriceservices-10.120.208.0_20,g-nsg-1p-commerce01-prodpriceservices-10.120.208.0_20
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodnextgencontactcenterngcc-10.111.13.224_27,g-nsg-1p-commerce01-prodnextgencontactcenterngcc-10.111.13.224_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssysecomprod-10.92.194.0_24,g-nsg-1p-commerce01-akssysecomprod-10.92.194.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,proddraftorderservice-10.92.192.64_28,g-nsg-1p-commerce01-proddraftorderservice-10.92.192.64_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodcatalogapicategoryapi-10.111.87.128_25,g-nsg-1p-commerce01-prodcatalogapicategoryapi-10.111.87.128_25
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodlogicalinventory-10.111.87.64_26,g-nsg-1p-commerce01-prodlogicalinventory-10.111.87.64_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodprofile-10.111.11.144_28,g-nsg-1p-commerce01-prodprofile-10.111.11.144_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,aksecomprod02-10.120.224.0_19,g-nsg-1p-commerce01-aksecomprod02-10.120.224.0_19
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodlas-10.111.13.176_28,g-nsg-1p-commerce01-prodlas-10.111.13.176_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodselleradaptorservices-10.111.88.128_27,g-nsg-1p-commerce01-prodselleradaptorservices-10.111.88.128_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodpriceitemplanning-10.111.88.192_26,g-nsg-1p-commerce01-prodpriceitemplanning-10.111.88.192_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,hbaseclusteromniclouderaprod-10.111.89.0_24,g-nsg-1p-commerce01-hbaseclusteromniclouderaprod-10.111.89.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodhvacemsnyc-10.92.192.96_27,g-nsg-1p-commerce01-prodhvacemsnyc-10.92.192.96_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,ccsclusteromniecomprod-10.92.200.0_22,g-nsg-1p-commerce01-ccsclusteromniecomprod-10.92.200.0_22
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,ccsclusteromnistoreprod-10.92.204.0_22,g-nsg-1p-commerce01-ccsclusteromnistoreprod-10.92.204.0_22
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodpnporderpricingservices-10.111.95.0_24,g-nsg-1p-commerce01-prodpnporderpricingservices-10.111.95.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodpnporderpricingservices02-10.120.195.0_24,g-nsg-1p-commerce01-prodpnporderpricingservices02-10.120.195.0_24
